scenario,run-number,value,final,min,max,mean,ticks
A,30,sum [forest-edge-infected] of turtles,56,0,56,30.51965356,1500
A,30,sum [industrial-infected] of turtles,1,0,1,0.638241173,1500
A,30,sum [institutional-infected] of turtles,46,0,46,22.01532312,1500
A,30,sum [commercial-infected] of turtles,59,0,59,25.60692871,1500
A,30,sum [landscaped-green-area-infected] of turtles,75,0,75,36.27981346,1500
A,31,R0-SEI,5.5,0,6.875,3.766905396,1500
A,31,attack-rate,75,0,100,71.8520986,1500
A,31,sum [overall-infection] of turtles,707,0,707,375.4543638,1500
A,31,sum [forest-infected] of turtles,217,0,217,116.0866089,1500
A,31,sum [HDR-infected] of turtles,59,0,59,29.11925383,1500
A,31,sum [MDR-infected] of turtles,185,0,185,98.40039973,1500
A,31,sum [natural-infected] of turtles,0,0,0,0,1500
A,31,sum [road-infected] of turtles,27,0,27,18.71419054,1500
A,31,sum [forest-edge-infected] of turtles,69,0,69,33.33111259,1500
A,31,sum [industrial-infected] of turtles,2,0,2,0.83077948,1500
A,31,sum [institutional-infected] of turtles,14,0,14,7.800133245,1500
A,31,sum [commercial-infected] of turtles,73,0,73,38.01399067,1500
A,31,sum [landscaped-green-area-infected] of turtles,61,0,61,33.15789474,1500
A,32,R0-SEI,3.0625,0,6.375,3.633869087,1500
A,32,attack-rate,50,0,100,68.87491672,1500
A,32,sum [overall-infection] of turtles,663,0,663,320.1698867,1500
A,32,sum [forest-infected] of turtles,211,0,211,102.39507,1500
A,32,sum [HDR-infected] of turtles,59,0,59,28.75816123,1500
A,32,sum [MDR-infected] of turtles,191,0,191,97.73217855,1500
A,32,sum [natural-infected] of turtles,0,0,0,0,1500
A,32,sum [road-infected] of turtles,37,0,37,15.15856096,1500
A,32,sum [forest-edge-infected] of turtles,30,0,30,16.21119254,1500
A,32,sum [industrial-infected] of turtles,4,0,4,1.199866755,1500
A,32,sum [institutional-infected] of turtles,8,0,8,3.495003331,1500
A,32,sum [commercial-infected] of turtles,62,0,62,27.70886076,1500
A,32,sum [landscaped-green-area-infected] of turtles,61,0,61,27.51099267,1500
A,33,R0-SEI,4.1875,0,5.1875,3.272151899,1500
A,33,attack-rate,75,0,100,73.28031312,1500
A,33,sum [overall-infection] of turtles,575,0,575,290.3637575,1500
A,33,sum [forest-infected] of turtles,186,0,186,96.30712858,1500
A,33,sum [HDR-infected] of turtles,49,0,49,23.88540973,1500
A,33,sum [MDR-infected] of turtles,149,0,149,75.68087941,1500
A,33,sum [natural-infected] of turtles,0,0,0,0,1500
A,33,sum [road-infected] of turtles,13,0,13,6.339773484,1500
A,33,sum [forest-edge-infected] of turtles,50,0,50,25.46369087,1500
A,33,sum [industrial-infected] of turtles,6,0,6,2.999333777,1500
